49  17.0
34  19.9
55  25.1
83  25.7
55  27.4
75  27.9
95  29.1
116 35.3
70  36.7
93  43.9
81  44.4
116 44.8
121 45.1
125 47.1
128 47.8
129 48.8
143 51.5
143 54.6
116 55.5
